gene,candidate_source,candidate_trait_key,candidate_trait_name,phenotype_id,genome_build,canonical_group,gene_trait_uid,unit_analysis_role,locked_mapping_tier,mapping_tiers_contributing,roles_contributing,n_pair_trait_rows,n_target_indication_pairs,n_indications,indication_mesh_ids,indications,pools,n_A_pairs,n_B_pairs,mixed_pool,primary_approval_eligible,sensitivity_pool_assignment,pops_available,non_eur_pops_available,mapping_uids
ESR1,Pan-UKB,Pan-UKB::continuous|3148|both_sexes||irnt,Heel bone mineral density (BMD),continuous|3148|both_sexes||irnt,GRCh37,heel_bone_mineral_density,gt_709069d1feb6b869,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D010024,Osteoporosis,A,1,0,False,True,A,"CSA,EUR",CSA,map_12f03918e0d13cd5
GHRHR,Pan-UKB,Pan-UKB::continuous|3148|both_sexes||irnt,Heel bone mineral density (BMD),continuous|3148|both_sexes||irnt,GRCh37,heel_bone_mineral_density,gt_49fc2519dd5d448f,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D010024,Osteoporosis,B,0,1,False,True,B,"CSA,EUR",CSA,map_12f03918e0d13cd5
SOST,Pan-UKB,Pan-UKB::continuous|3148|both_sexes||irnt,Heel bone mineral density (BMD),continuous|3148|both_sexes||irnt,GRCh37,heel_bone_mineral_density,gt_1a54193972b2aa21,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D010024,Osteoporosis,B,0,1,False,True,B,"CSA,EUR",CSA,map_12f03918e0d13cd5
ABCA1,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_95af7ca2e8a7e102,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,True,B,"CSA,EUR",CSA,map_8442195d65e17d61
ADRB1,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_bbdbb86b1024cfac,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,True,B,"CSA,EUR",CSA,map_8442195d65e17d61
ADRB2,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_d6604f91c9b9bd68,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,True,B,"CSA,EUR",CSA,map_8442195d65e17d61
ANGPTL3,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_1d807595f65d990d,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,4,4,4,D006937 || D006938 || D006949 || D050171,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,"A,B",1,3,True,False,A,"CSA,EUR",CSA,map_32cf8d557f57383c || map_50cd2496568d9c63 || map_8442195d65e17d61 || map_e773da18247036fb
ANGPTL8,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_1c018fe9f451c0ea,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,True,B,"CSA,EUR",CSA,map_8442195d65e17d61
APOA1,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_25de020ab85c0f34,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,3,3,3,D006937 || D006938 || D006949,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,B,0,3,False,True,B,"CSA,EUR",CSA,map_50cd2496568d9c63 || map_8442195d65e17d61 || map_e773da18247036fb
APOB,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_65aa7546aeba1725,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,3,3,3,D006937 || D006938 || D006949,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,"A,B",1,2,True,False,A,"CSA,EUR",CSA,map_50cd2496568d9c63 || map_8442195d65e17d61 || map_e773da18247036fb
APOC3,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_e4eae46191577e93,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,3,3,3,D006937 || D006949 || D050171,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias,B,0,3,False,True,B,"CSA,EUR",CSA,map_32cf8d557f57383c || map_50cd2496568d9c63 || map_8442195d65e17d61
APOE,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_0b0678ba83486ccf,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006938,Hyperlipoproteinemia Type II,B,0,1,False,True,B,"CSA,EUR",CSA,map_e773da18247036fb
CETP,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_cbb5ddcaa2f8a827,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,3,3,3,D006937 || D006938 || D006949,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,B,0,3,False,True,B,"CSA,EUR",CSA,map_50cd2496568d9c63 || map_8442195d65e17d61 || map_e773da18247036fb
DGAT2,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_af31839ea5782bf6,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,True,B,"CSA,EUR",CSA,map_8442195d65e17d61
FDFT1,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_c737d88261852ece,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,True,B,"CSA,EUR",CSA,map_8442195d65e17d61
HCAR2,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_478ff02cdcfc6a99,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,2,2,2,D006937 || D006949,Hypercholesterolemia || Hyperlipidemias,B,0,2,False,True,B,"CSA,EUR",CSA,map_50cd2496568d9c63 || map_8442195d65e17d61
HCAR3,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_d02d21f4deeb3658,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,2,2,2,D006937 || D006949,Hypercholesterolemia || Hyperlipidemias,B,0,2,False,True,B,"CSA,EUR",CSA,map_50cd2496568d9c63 || map_8442195d65e17d61
HMGCR,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_fdbaedc51aaa106f,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,3,3,3,D006937 || D006949 || D050171,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias,A,3,0,False,True,A,"CSA,EUR",CSA,map_32cf8d557f57383c || map_50cd2496568d9c63 || map_8442195d65e17d61
LPA,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_5da1ad3edfdad65e,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,True,B,"CSA,EUR",CSA,map_8442195d65e17d61
MTTP,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_ad816587eda5b569,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,True,B,"CSA,EUR",CSA,map_8442195d65e17d61
NPC1L1,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_e0d231bc78a0b903,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,2,2,2,D006949 || D050171,Dyslipidemias || Hyperlipidemias,"A,B",1,1,True,False,A,"CSA,EUR",CSA,map_32cf8d557f57383c || map_8442195d65e17d61
NR1H3,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_c0dccd327bd42d57,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006937,Hypercholesterolemia,B,0,1,False,True,B,"CSA,EUR",CSA,map_50cd2496568d9c63
NR1H4,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_b8759ac053b783c0,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,2,2,2,D006937 || D006949,Hypercholesterolemia || Hyperlipidemias,B,0,2,False,True,B,"CSA,EUR",CSA,map_50cd2496568d9c63 || map_8442195d65e17d61
PCSK9,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_d690685489730e56,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,3,3,3,D006937 || D006938 || D006949,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,A,3,0,False,True,A,"CSA,EUR",CSA,map_50cd2496568d9c63 || map_8442195d65e17d61 || map_e773da18247036fb
PPARA,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_73254ff7b0091f43,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,4,4,4,D006937 || D006938 || D006949 || D050171,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,"A,B",3,1,True,False,A,"CSA,EUR",CSA,map_32cf8d557f57383c || map_50cd2496568d9c63 || map_8442195d65e17d61 || map_e773da18247036fb
PPARG,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_3b78c5d3b48b82a8,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006949,Hyperlipidemias,A,1,0,False,True,A,"CSA,EUR",CSA,map_8442195d65e17d61
SLC10A2,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_bb8ad900243245bb,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,2,2,2,D006937 || D006949,Hypercholesterolemia || Hyperlipidemias,B,0,2,False,True,B,"CSA,EUR",CSA,map_50cd2496568d9c63 || map_8442195d65e17d61
THRB,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,gt_a9a80c5c767d754d,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,2,2,2,D006937 || D006938,Hypercholesterolemia || Hyperlipoproteinemia Type II,B,0,2,False,True,B,"CSA,EUR",CSA,map_50cd2496568d9c63 || map_e773da18247036fb
CSF3,Pan-UKB,Pan-UKB::continuous|30140|both_sexes||irnt,Neutrophill count,continuous|30140|both_sexes||irnt,GRCh37,neutrophil_count,gt_38057e29398d09a6,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D009503,Neutropenia,A,1,0,False,True,A,"CSA,EUR,MID","CSA,MID",map_8b53a7b4081fa0ab
CSF3R,Pan-UKB,Pan-UKB::continuous|30140|both_sexes||irnt,Neutrophill count,continuous|30140|both_sexes||irnt,GRCh37,neutrophil_count,gt_128ad7c7ffd40309,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D009503,Neutropenia,A,1,0,False,True,A,"CSA,EUR,MID","CSA,MID",map_8b53a7b4081fa0ab
CXCR4,Pan-UKB,Pan-UKB::continuous|30140|both_sexes||irnt,Neutrophill count,continuous|30140|both_sexes||irnt,GRCh37,neutrophil_count,gt_575fb984fe133eec,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D009503,Neutropenia,B,0,1,False,True,B,"CSA,EUR,MID","CSA,MID",map_8b53a7b4081fa0ab
FAP,Pan-UKB,Pan-UKB::continuous|30140|both_sexes||irnt,Neutrophill count,continuous|30140|both_sexes||irnt,GRCh37,neutrophil_count,gt_7139353b566f0bd6,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D009503,Neutropenia,B,0,1,False,True,B,"CSA,EUR,MID","CSA,MID",map_8b53a7b4081fa0ab
ENPP1,Pan-UKB,Pan-UKB::biomarkers|30810|both_sexes||irnt,Phosphate,biomarkers|30810|both_sexes||irnt,GRCh37,phosphate,gt_0c426abe19a96c54,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D017674,Hypophosphatemia,B,0,1,False,True,B,"CSA,EUR",CSA,map_cc39e4e4907a27bd
ACVR2A,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_d019bda2659bf3ff,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D013921,Thrombocytopenia,B,0,1,False,True,B,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_9fca929f0496a5a9
ALOX12,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_88273410ebd1ce63,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D013921,Thrombocytopenia,B,0,1,False,True,B,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_9fca929f0496a5a9
FCGRT,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_4463afbdc4dbc11f,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D013921,Thrombocytopenia,B,0,1,False,True,B,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_9fca929f0496a5a9
FLT3,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_7e1d4c422ada3030,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,2,2,2,D013921 || D013922,Thrombocytopenia || Thrombocytosis,A,2,0,False,True,A,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6 || map_9fca929f0496a5a9
IFNGR1,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_e5330af70b68c87c,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D013922,Thrombocytosis,B,0,1,False,True,B,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6
IL12A,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_551bca4b69208db4,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D013921,Thrombocytopenia,B,0,1,False,True,B,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_9fca929f0496a5a9
IL12B,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_3ef75cbdd99b6f07,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D013921,Thrombocytopenia,B,0,1,False,True,B,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_9fca929f0496a5a9
JAK1,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_54755b381baac1e7,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D013922,Thrombocytosis,B,0,1,False,True,B,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6
JAK2,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_2fdb14cf300437e0,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,2,2,2,D013921 || D013922,Thrombocytopenia || Thrombocytosis,A,2,0,False,True,A,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6 || map_9fca929f0496a5a9
KDM1A,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_3e77fef73aae3ddd,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D013922,Thrombocytosis,B,0,1,False,True,B,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6
KIT,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_15ac10d89616dccb,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D013921,Thrombocytopenia,A,1,0,False,True,A,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_9fca929f0496a5a9
MPL,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_c1c146b54614cb80,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D013921,Thrombocytopenia,A,1,0,False,True,A,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_9fca929f0496a5a9
PIK3CA,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_d1d00e9dc71a2499,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D013922,Thrombocytosis,B,0,1,False,True,B,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6
PIK3CB,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_50240b5be2101e2e,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D013922,Thrombocytosis,B,0,1,False,True,B,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6
PIK3CD,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_c3ed739628d10066,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D013922,Thrombocytosis,B,0,1,False,True,B,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6
PIK3CG,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_2b861b21b2545ae4,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D013922,Thrombocytosis,B,0,1,False,True,B,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6
THPO,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,continuous|30080|both_sexes||irnt,GRCh37,platelet_count,gt_5a525d6a0e697a02,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,2,2,2,D013921 || D013922,Thrombocytopenia || Thrombocytosis,B,0,2,False,True,B,"AFR,CSA,EAS,EUR","AFR,CSA,EAS",map_0d3ac6c3d9993bb6 || map_9fca929f0496a5a9
ACE,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_935c33c43285e1f1,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,A,1,0,False,True,A,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
ADRA1A,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_778e5c879251c610,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,B,0,1,False,True,B,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
ADRA2B,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_80dcf53b73f82abf,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,A,1,0,False,True,A,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
ADRA2C,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_34ebd8dbd9566ac9,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,A,1,0,False,True,A,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
ADRB1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_bc3d66c41e611627,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,A,1,0,False,True,A,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
ADRB2,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_dd51df2eca6324d1,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,A,1,0,False,True,A,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
AGT,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_61f02eac2207e85d,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,A,1,0,False,True,A,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
CACNA1C,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_7713a7fc071de19e,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,A,1,0,False,True,A,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
CHRNB4,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_13201a039725c0a0,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,B,0,1,False,True,B,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
CYP11B1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_3c1943ce7336242c,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,B,0,1,False,True,B,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
CYP11B2,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_3530535fddf90eba,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,B,0,1,False,True,B,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
EDNRA,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_6afbe24c58790493,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,B,0,1,False,True,B,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
MME,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_43ad728cfa624725,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,B,0,1,False,True,B,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
NPR1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_22ad0384b0265c27,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,B,0,1,False,True,B,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
OPRL1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_76b6b2db2844ebcd,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,B,0,1,False,True,B,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
PDE5A,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_314ec6244a757331,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,B,0,1,False,True,B,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
REN,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_b47ca6ecb9b21bb9,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,A,1,0,False,True,A,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
