gene,candidate_source,candidate_trait_key,candidate_trait_name,phenotype_id,genome_build,canonical_group,gene_trait_uid,unit_analysis_role,locked_mapping_tier,mapping_tiers_contributing,roles_contributing,n_pair_trait_rows,n_target_indication_pairs,n_indications,indication_mesh_ids,indications,pools,n_A_pairs,n_B_pairs,mixed_pool,primary_approval_eligible,sensitivity_pool_assignment,pops_available,non_eur_pops_available,mapping_uids
RARG,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_634e01c40ac909ce,SENSITIVITY,Closely related phenotype,Closely related phenotype,SENSITIVITY,1,1,1,D029424,"Pulmonary Disease, Chronic Obstructive",B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0
SERPINA1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_029961e460d086f0,SENSITIVITY,Closely related phenotype,Closely related phenotype,SENSITIVITY,1,1,1,D029424,"Pulmonary Disease, Chronic Obstructive",B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0
TNFSF15,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_b8bfd54f2cf1a119,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1
TNFSF4,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_351f098f1d4785d1,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1
TSLP,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_f74f9b66526dece0,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive","A,B",1,1,True,False,A,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
TYK2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_e16801af4d34b8d6,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1
ADORA1,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_48d9393562b5ff50,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
ADORA2B,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_d4809ae97a28786d,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41
ADRB2,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_df7e9a1eb48a6586,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",A,2,0,False,False,A,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
CHRM3,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_46d69d85fe63ef90,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive","A,B",1,1,True,False,A,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
CSF2,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_b8100d18ea6533d9,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
EPHX2,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_627ba7f7d193b4f0,SENSITIVITY,Closely related phenotype,Closely related phenotype,SENSITIVITY,1,1,1,D029424,"Pulmonary Disease, Chronic Obstructive",B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c
FGFR3,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_1eeb6fa62227d107,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41
GATA3,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_7f8c25bf2fa7f05c,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
HCRTR1,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_80ed0a36710016a5,SENSITIVITY,Closely related phenotype,Closely related phenotype,SENSITIVITY,1,1,1,D029424,"Pulmonary Disease, Chronic Obstructive",B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c
HRH4,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_7572aa2bb0914ab1,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
IL13,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_3a823a51b7fd931e,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
IL17RB,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_84525d9b3679984a,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41
IL1R1,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_07be8437e4fb75bf,SENSITIVITY,Closely related phenotype,Closely related phenotype,SENSITIVITY,1,1,1,D029424,"Pulmonary Disease, Chronic Obstructive",B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c
IL1RL1,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_c073758027a17aa2,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
IL3,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_0f3c648c57772115,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41
IL33,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_18d41ae065e330d7,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
IL4R,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_08e785ae6efb3f9a,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive","A,B",1,1,True,False,A,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
IL5,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_02cc00fae6333219,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41
IL6,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_fc6dc0881ba598e4,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41
ITGB7,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_58869ee37c53092a,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41
KIT,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_a92d4e31f988cf77,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41
MMP12,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_70a0768822a3785b,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41
NFKB1,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_218837e157532d38,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41
NR3C1,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_8a08c40baf7205b2,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",A,2,0,False,False,A,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
P2RY2,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_fed4b73e6a6fedab,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41
PDE3A,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_4433b8c42ab32b16,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
PDE4B,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_3cbdb72396898287,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
PDE4D,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_19268749086c88b4,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
RARG,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_52de2e02c710dc7c,SENSITIVITY,Closely related phenotype,Closely related phenotype,SENSITIVITY,1,1,1,D029424,"Pulmonary Disease, Chronic Obstructive",B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c
SERPINA1,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_f0050408ec3edabb,SENSITIVITY,Closely related phenotype,Closely related phenotype,SENSITIVITY,1,1,1,D029424,"Pulmonary Disease, Chronic Obstructive",B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c
TNFSF15,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_4b3518f6b9c4e3b8,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41
TNFSF4,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_db571222a2439bb6,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41
TSLP,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_c0814c5b09a35cf4,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive","A,B",1,1,True,False,A,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c || map_8f3487c5d3ef8b41
TYK2,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,gt_9759197a48ba10b7,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41
IL12B,Pan-UKB,Pan-UKB::biomarkers|30730|both_sexes||irnt,Gamma glutamyltransferase,biomarkers|30730|both_sexes||irnt,GRCh37,gamma_glutamyltransferase,gt_d3606f7377753961,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D008105,"Liver Cirrhosis, Biliary",B,0,1,False,False,B,"CSA,EAS,EUR","CSA,EAS",map_d72d7ea4c45787f6
PNPLA3,Pan-UKB,Pan-UKB::biomarkers|30730|both_sexes||irnt,Gamma glutamyltransferase,biomarkers|30730|both_sexes||irnt,GRCh37,gamma_glutamyltransferase,gt_3b5fc5b375fad1ca,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D065626,Non-alcoholic Fatty Liver Disease,B,0,1,False,False,B,"CSA,EAS,EUR","CSA,EAS",map_685d9805d9aa2d85
TNFRSF1A,Pan-UKB,Pan-UKB::biomarkers|30730|both_sexes||irnt,Gamma glutamyltransferase,biomarkers|30730|both_sexes||irnt,GRCh37,gamma_glutamyltransferase,gt_ae985589e3b67771,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D008103,Liver Cirrhosis,B,0,1,False,False,B,"CSA,EAS,EUR","CSA,EAS",map_902df7f778ec918a
IL2,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,gt_74265ed9146327fb,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D003922,"Diabetes Mellitus, Type 1",B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_b5a360540448779a
IL2RA,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,gt_58e8480922b3a0a2,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D003922,"Diabetes Mellitus, Type 1",B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_b5a360540448779a
IL7R,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,gt_3f9a2ee8d840a17a,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D003922,"Diabetes Mellitus, Type 1",B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_b5a360540448779a
ACVRL1,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,gt_67c54d9791524a5b,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D000740,Anemia,B,0,1,False,False,B,"CSA,EUR",CSA,map_97b816746f065ca0
BCL11A,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,gt_0f0a6425c6b4403c,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D000755,"Anemia, Sickle Cell",B,0,1,False,False,B,"CSA,EUR",CSA,map_e62e8686e808e1de
BCL2,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,gt_0c3c603f8b577864,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D000740,Anemia,B,0,1,False,False,B,"CSA,EUR",CSA,map_97b816746f065ca0
DYRK3,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,gt_7b4582d3f70c8637,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D000740,Anemia,B,0,1,False,False,B,"CSA,EUR",CSA,map_97b816746f065ca0
EGLN1,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,gt_96b2ddeb85d9edbd,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D000740,Anemia,A,1,0,False,False,A,"CSA,EUR",CSA,map_97b816746f065ca0
EGLN2,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,gt_9f9d9a8f3eb4fe90,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D000740,Anemia,A,1,0,False,False,A,"CSA,EUR",CSA,map_97b816746f065ca0
EGLN3,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,gt_66b062a2cbe3e941,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D000740,Anemia,A,1,0,False,False,A,"CSA,EUR",CSA,map_97b816746f065ca0
EPOR,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,gt_7ae5be7834d91f7b,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D000740,Anemia,A,1,0,False,False,A,"CSA,EUR",CSA,map_97b816746f065ca0
HAMP,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,gt_9d916cc71cbd9929,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D000740,Anemia,B,0,1,False,False,B,"CSA,EUR",CSA,map_97b816746f065ca0
HBG1,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,gt_e2b9d18ccdcdc08d,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D000755,"Anemia, Sickle Cell",B,0,1,False,False,B,"CSA,EUR",CSA,map_e62e8686e808e1de
IL6,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,gt_fb481c095df557c6,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D000740,Anemia,B,0,1,False,False,B,"CSA,EUR",CSA,map_97b816746f065ca0
PKLR,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,gt_dc4d847f4c3509f6,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D000740,Anemia,B,0,1,False,False,B,"CSA,EUR",CSA,map_97b816746f065ca0
SLC40A1,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,gt_be73a29381d60813,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D000740,Anemia,B,0,1,False,False,B,"CSA,EUR",CSA,map_97b816746f065ca0
BCL11A,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,continuous|30020|both_sexes||irnt,GRCh37,haemoglobin,gt_c19c98b54e6718ee,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D000755,"Anemia, Sickle Cell",B,0,1,False,False,B,"CSA,EUR",CSA,map_a5dde82e629cdd69
HBG1,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,continuous|30020|both_sexes||irnt,GRCh37,haemoglobin,gt_5987f2d6993fa9d0,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D000755,"Anemia, Sickle Cell",B,0,1,False,False,B,"CSA,EUR",CSA,map_a5dde82e629cdd69
JAK2,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,continuous|30020|both_sexes||irnt,GRCh37,haemoglobin,gt_159a6541799e74e2,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D011087,Polycythemia Vera,A,1,0,False,False,A,"CSA,EUR",CSA,map_e230885214cbbb00
ACVRL1,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,gt_155dae93dd1434a9,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D000740,Anemia,B,0,1,False,False,B,"CSA,EUR",CSA,map_69f44c24155f039a
BCL11A,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,gt_dd9f4fe0c23e938f,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D000755,"Anemia, Sickle Cell",B,0,1,False,False,B,"CSA,EUR",CSA,map_f6136af0565dc93f
BCL2,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,gt_05f8bac9dea5ae35,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D000740,Anemia,B,0,1,False,False,B,"CSA,EUR",CSA,map_69f44c24155f039a
