gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,unit_analysis_role,mixed_pool,primary_approval_eligible,n_comparison_ancestries,comparison_ancestries,n_portability_pre_ld_eligible_ancestries,n_coloc_input_eligible_ancestries,n_coloc_powered_both_ancestries,minimum_qc_qualified_variants,median_qc_qualified_variants,maximum_qc_qualified_variants,maximum_eur_gws_qc_variants,maximum_comparison_gws_qc_variants,primary_mechanistic_universe,portability_primary_locked,portability_sensitivity_locked,coloc_primary_locked,coloc_powered_primary_locked,coloc_sensitivity_locked,coloc_powered_sensitivity_locked,all_ancestries_coloc_input_eligible,all_ancestries_portability_pre_ld_eligible,genome_build,canonical_group,locked_mapping_tier,mapping_tiers_contributing,sensitivity_pool_assignment,pools,n_A_pairs,n_B_pairs,n_target_indication_pairs,n_indications,indications,non_eur_pops_available
gt_8eb26b68c77fb2cf,TYK2,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,0,1,0,554,554.0,554,0,0,False,False,False,False,False,True,False,True,False,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_49592188ab978b80,ALDH2,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",SENSITIVITY,False,False,1,CSA,1,1,0,304,304.0,304,226,0,False,False,True,False,False,True,False,True,True,GRCh37,egfr_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,CSA
gt_37e472a0f64504bd,APOL1,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",SENSITIVITY,False,False,1,CSA,1,1,0,773,773.0,773,10,0,False,False,True,False,False,True,False,True,True,GRCh37,egfr_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,2,2,2,"Glomerulosclerosis, Focal Segmental || Renal Insufficiency",CSA
gt_899bad0c2759607f,AXL,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",SENSITIVITY,False,False,1,CSA,0,1,0,642,642.0,642,0,0,False,False,False,False,False,True,False,True,False,GRCh37,egfr_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulonephritis, IGA",CSA
gt_9e8f8486a39d8061,GLP1R,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",SENSITIVITY,False,False,1,CSA,1,1,0,798,798.0,798,32,0,False,False,True,False,False,True,False,True,True,GRCh37,egfr_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,CSA
gt_cb1935f132a80e7e,KCNJ1,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",SENSITIVITY,False,False,1,CSA,1,1,0,784,784.0,784,72,0,False,False,True,False,False,True,False,True,True,GRCh37,egfr_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,CSA
gt_1c7d432c69e1619f,NFE2L2,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",SENSITIVITY,False,False,1,CSA,1,1,0,638,638.0,638,54,0,False,False,True,False,False,True,False,True,True,GRCh37,egfr_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,CSA
gt_f158807cbd1ff8b0,NFKB1,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",SENSITIVITY,False,False,1,CSA,1,1,0,652,652.0,652,224,0,False,False,True,False,False,True,False,True,True,GRCh37,egfr_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulosclerosis, Focal Segmental",CSA
gt_611ebc5c523a0335,NOX4,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",SENSITIVITY,False,False,1,CSA,0,1,0,1216,1216.0,1216,0,0,False,False,False,False,False,True,False,True,False,GRCh37,egfr_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Diabetic Nephropathies,CSA
gt_67fafbc34fad5769,TGFB1,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",SENSITIVITY,False,False,1,CSA,0,1,0,509,509.0,509,0,0,False,False,False,False,False,True,False,True,False,GRCh37,egfr_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulosclerosis, Focal Segmental",CSA
gt_2a1141a538a5d8da,TNFSF13,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",SENSITIVITY,False,False,1,CSA,1,1,0,596,596.0,596,28,0,False,False,True,False,False,True,False,True,True,GRCh37,egfr_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulonephritis, IGA",CSA
gt_fa7c0f92ccea41a7,ALDH2,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,2,2,0,304,307.5,311,5,0,True,True,True,True,False,True,False,True,True,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_2f8ebd8b90936da0,APOL1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,2,2,0,773,793.5,814,10,0,True,True,True,True,False,True,False,True,True,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,2,2,2,"Glomerulosclerosis, Focal Segmental || Renal Insufficiency","CSA,MID"
gt_37da45aa8547319c,AXL,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,0,2,0,642,647.0,652,0,0,True,False,False,True,False,True,False,True,False,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulonephritis, IGA","CSA,MID"
gt_815416408d11e054,GLP1R,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,2,2,0,798,812.5,827,16,0,True,True,True,True,False,True,False,True,True,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_72ede56b8ff4d0df,KCNJ1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,2,2,0,784,793.5,803,72,0,True,True,True,True,False,True,False,True,True,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_68fc6cde9a15be10,NFE2L2,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,2,2,0,638,649.0,660,55,0,True,True,True,True,False,True,False,True,True,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_5e2273bff10e0a9d,NFKB1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,2,2,0,652,683.5,715,173,0,True,True,True,True,False,True,False,True,True,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulosclerosis, Focal Segmental","CSA,MID"
gt_f8e7f75de5131a7d,NOX4,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,0,2,0,1216,1244.0,1272,0,0,True,False,False,True,False,True,False,True,False,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Diabetic Nephropathies,"CSA,MID"
gt_a74f9281d228a219,TGFB1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,0,2,0,509,514.5,520,0,0,True,False,False,True,False,True,False,True,False,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulosclerosis, Focal Segmental","CSA,MID"
gt_9539f4bd41078be3,TNFSF13,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",PRIMARY,False,True,2,CSA || MID,0,2,0,596,611.0,626,0,0,True,False,False,True,False,True,False,True,False,GRCh37,egfr_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulonephritis, IGA","CSA,MID"
gt_d2741a54561a8897,ALDH2,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",SENSITIVITY,False,False,1,CSA,1,1,0,304,304.0,304,240,0,False,False,True,False,False,True,False,True,True,GRCh37,egfr_creatinine_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,CSA
gt_726d8669541e423b,APOL1,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",SENSITIVITY,False,False,1,CSA,0,1,0,773,773.0,773,0,0,False,False,False,False,False,True,False,True,False,GRCh37,egfr_creatinine_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,2,2,2,"Glomerulosclerosis, Focal Segmental || Renal Insufficiency",CSA
gt_e7ef4b7ebf566d2c,AXL,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",SENSITIVITY,False,False,1,CSA,0,1,0,642,642.0,642,0,0,False,False,False,False,False,True,False,True,False,GRCh37,egfr_creatinine_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulonephritis, IGA",CSA
gt_f94da670fe45d073,GLP1R,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",SENSITIVITY,False,False,1,CSA,1,1,0,799,799.0,799,13,0,False,False,True,False,False,True,False,True,True,GRCh37,egfr_creatinine_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,CSA
gt_e302145f95c19917,KCNJ1,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",SENSITIVITY,False,False,1,CSA,0,1,0,784,784.0,784,0,0,False,False,False,False,False,True,False,True,False,GRCh37,egfr_creatinine_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,CSA
gt_9fd89b9a06bf3d21,NFE2L2,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",SENSITIVITY,False,False,1,CSA,0,1,0,638,638.0,638,0,0,False,False,False,False,False,True,False,True,False,GRCh37,egfr_creatinine_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,CSA
gt_5cfdcb953dd2daa1,NFKB1,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",SENSITIVITY,False,False,1,CSA,1,1,0,652,652.0,652,197,0,False,False,True,False,False,True,False,True,True,GRCh37,egfr_creatinine_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulosclerosis, Focal Segmental",CSA
gt_035225972671d0e8,NOX4,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",SENSITIVITY,False,False,1,CSA,0,1,0,1216,1216.0,1216,0,0,False,False,False,False,False,True,False,True,False,GRCh37,egfr_creatinine_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Diabetic Nephropathies,CSA
gt_811c6788417a2e37,TGFB1,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",SENSITIVITY,False,False,1,CSA,0,1,0,509,509.0,509,0,0,False,False,False,False,False,True,False,True,False,GRCh37,egfr_creatinine_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulosclerosis, Focal Segmental",CSA
gt_237a604cf389b322,TNFSF13,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",SENSITIVITY,False,False,1,CSA,1,1,0,595,595.0,595,93,0,False,False,True,False,False,True,False,True,True,GRCh37,egfr_creatinine_cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulonephritis, IGA",CSA
gt_8ae1111e40e959b8,ADORA1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,587,713.0,725,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,B,B,0,2,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_8a1e23cc998cbb64,ADORA2B,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,374,412.0,418,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,"AFR,CSA,MID"
gt_495f677728f16ec2,ADRB2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,521,571.0,580,1,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,A,A,2,0,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_eaad0d6b2891c9d2,CHRM3,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,True,False,3,AFR || CSA || MID,3,3,0,1819,2100.0,2158,34,0,False,False,True,False,False,True,False,True,True,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,A,"A,B",1,1,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_4f85f19a487f8fd2,CSF2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,328,365.0,366,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,B,B,0,2,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_688797756517cedf,EPHX2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,721,788.0,824,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype,B,B,0,1,1,1,"Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_013512b566d19bdd,FGFR3,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,2,3,0,398,464.0,484,3,0,False,False,True,False,False,True,False,True,False,GRCh37,fev1,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,"AFR,CSA,MID"
gt_156175cb277f8eb1,GATA3,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,632,839.0,863,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,B,B,0,2,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_cb34eb2d840eca86,HCRTR1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,438,491.0,504,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype,B,B,0,1,1,1,"Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_a146c9afef699a4a,HRH4,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,656,711.0,722,2,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,B,B,0,2,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_f39647351d388081,IL13,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,269,305.0,307,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,B,B,0,2,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_a9888937e4480c97,IL17RB,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,517,563.0,590,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,"AFR,CSA,MID"
gt_5d68fa6326a39614,IL1R1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,859,924.0,929,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype,B,B,0,1,1,1,"Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_16bad9e5717c24d3,IL1RL1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,777,816.0,823,1,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,B,B,0,2,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_4d0c1be02c7c96b1,IL3,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,318,353.0,356,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,"AFR,CSA,MID"
gt_7d25e615646c0be9,IL33,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,599,682.0,703,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,B,B,0,2,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_ecb0c0d407fda9fb,IL4R,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,True,False,3,AFR || CSA || MID,0,3,0,579,596.0,657,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,A,"A,B",1,1,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_bfd5545a5a2876bf,IL5,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,362,410.0,411,2,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,"AFR,CSA,MID"
gt_f6175b0342fb5780,IL6,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,696,761.0,764,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,"AFR,CSA,MID"
gt_b1ae3eb539c385dd,ITGB7,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,383,458.0,479,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,"AFR,CSA,MID"
gt_7f724afe00ec49cb,KIT,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,704,786.0,808,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,"AFR,CSA,MID"
gt_b13b0fea4588063b,MMP12,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,488,602.0,613,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,"AFR,CSA,MID"
gt_9d644cbd7bb53f54,NFKB1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,627,652.0,715,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,"AFR,CSA,MID"
gt_453814eeb960a8fd,NR3C1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,584,620.0,656,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,A,A,2,0,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_67618c459284880c,P2RY2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,3,3,0,335,402.0,421,45,0,False,False,True,False,False,True,False,True,True,GRCh37,fev1,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,"AFR,CSA,MID"
gt_0ef8cbb6ba3f7abe,PDE3A,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,3,3,0,1571,1841.0,1854,87,0,False,False,True,False,False,True,False,True,True,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,B,B,0,2,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_ce15e9abcabbebe4,PDE4B,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,1797,1920.0,2040,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,B,B,0,2,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_45bc82dccf3c01ab,PDE4D,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,3757,4379.0,4524,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,B,B,0,2,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_634e01c40ac909ce,RARG,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,358,438.0,458,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype,B,B,0,1,1,1,"Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_029961e460d086f0,SERPINA1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,3,3,0,698,779.0,806,4,0,False,False,True,False,False,True,False,True,True,GRCh37,fev1,Closely related phenotype,Closely related phenotype,B,B,0,1,1,1,"Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_b8bfd54f2cf1a119,TNFSF15,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,435,472.0,489,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,"AFR,CSA,MID"
gt_351f098f1d4785d1,TNFSF4,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,416,491.0,515,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,"AFR,CSA,MID"
gt_f74f9b66526dece0,TSLP,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,True,False,3,AFR || CSA || MID,0,3,0,447,502.0,524,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Closely related phenotype,Closely related phenotype || Proxy biomarker,A,"A,B",1,1,2,2,"Asthma || Pulmonary Disease, Chronic Obstructive","AFR,CSA,MID"
gt_e16801af4d34b8d6,TYK2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),SENSITIVITY,False,False,3,AFR || CSA || MID,0,3,0,443,555.0,569,0,0,False,False,False,False,False,True,False,True,False,GRCh37,fev1,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,"AFR,CSA,MID"
