comparison_uid,gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,comparison_population,unit_analysis_role,mixed_pool,primary_approval_eligible,eur_extraction_key,comparison_extraction_key,eur_extraction_status,eur_extraction_parquet,comparison_extraction_status,comparison_extraction_parquet,both_extractions_available
cmp_332fec79312e401f,gt_bfd5545a5a2876bf,IL5,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_bfd5545a5a2876bf,gt_bfd5545a5a2876bf,EXTRACTED,intermediate/15b3/Pan-UKB/gt_bfd5545a5a2876bf.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_bfd5545a5a2876bf.parquet,True
cmp_20dc1885f80bc8b7,gt_bfd5545a5a2876bf,IL5,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_bfd5545a5a2876bf,gt_bfd5545a5a2876bf,EXTRACTED,intermediate/15b3/Pan-UKB/gt_bfd5545a5a2876bf.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_bfd5545a5a2876bf.parquet,True
cmp_368c6782f3a9ec3a,gt_f6175b0342fb5780,IL6,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_f6175b0342fb5780,gt_f6175b0342fb5780,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f6175b0342fb5780.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f6175b0342fb5780.parquet,True
cmp_4ada1c8c1f56c795,gt_f6175b0342fb5780,IL6,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_f6175b0342fb5780,gt_f6175b0342fb5780,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f6175b0342fb5780.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f6175b0342fb5780.parquet,True
cmp_21e380f8bd5bc6f7,gt_f6175b0342fb5780,IL6,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_f6175b0342fb5780,gt_f6175b0342fb5780,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f6175b0342fb5780.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f6175b0342fb5780.parquet,True
cmp_7897f8268eb26861,gt_b1ae3eb539c385dd,ITGB7,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_b1ae3eb539c385dd,gt_b1ae3eb539c385dd,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b1ae3eb539c385dd.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b1ae3eb539c385dd.parquet,True
cmp_5015a8e14ac22aca,gt_b1ae3eb539c385dd,ITGB7,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_b1ae3eb539c385dd,gt_b1ae3eb539c385dd,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b1ae3eb539c385dd.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b1ae3eb539c385dd.parquet,True
cmp_d5aeadfa9b9f254d,gt_b1ae3eb539c385dd,ITGB7,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_b1ae3eb539c385dd,gt_b1ae3eb539c385dd,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b1ae3eb539c385dd.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b1ae3eb539c385dd.parquet,True
cmp_aaeedfc7da4e573c,gt_7f724afe00ec49cb,KIT,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_7f724afe00ec49cb,gt_7f724afe00ec49cb,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7f724afe00ec49cb.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7f724afe00ec49cb.parquet,True
cmp_36f360319b92d8ad,gt_7f724afe00ec49cb,KIT,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_7f724afe00ec49cb,gt_7f724afe00ec49cb,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7f724afe00ec49cb.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7f724afe00ec49cb.parquet,True
cmp_2f7c84458df88773,gt_7f724afe00ec49cb,KIT,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_7f724afe00ec49cb,gt_7f724afe00ec49cb,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7f724afe00ec49cb.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7f724afe00ec49cb.parquet,True
cmp_aebcdb294aa53f74,gt_b13b0fea4588063b,MMP12,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_b13b0fea4588063b,gt_b13b0fea4588063b,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b13b0fea4588063b.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b13b0fea4588063b.parquet,True
cmp_0f11a62ccab57060,gt_b13b0fea4588063b,MMP12,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_b13b0fea4588063b,gt_b13b0fea4588063b,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b13b0fea4588063b.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b13b0fea4588063b.parquet,True
cmp_d7b484b38d8d6b13,gt_b13b0fea4588063b,MMP12,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_b13b0fea4588063b,gt_b13b0fea4588063b,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b13b0fea4588063b.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b13b0fea4588063b.parquet,True
cmp_28001402e4a9727e,gt_9d644cbd7bb53f54,NFKB1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_9d644cbd7bb53f54,gt_9d644cbd7bb53f54,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9d644cbd7bb53f54.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9d644cbd7bb53f54.parquet,True
cmp_9aa24a6ecd617802,gt_9d644cbd7bb53f54,NFKB1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_9d644cbd7bb53f54,gt_9d644cbd7bb53f54,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9d644cbd7bb53f54.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9d644cbd7bb53f54.parquet,True
cmp_b46a44a29bed6bda,gt_9d644cbd7bb53f54,NFKB1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_9d644cbd7bb53f54,gt_9d644cbd7bb53f54,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9d644cbd7bb53f54.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9d644cbd7bb53f54.parquet,True
cmp_fc650e8fe2ecb616,gt_453814eeb960a8fd,NR3C1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_453814eeb960a8fd,gt_453814eeb960a8fd,EXTRACTED,intermediate/15b3/Pan-UKB/gt_453814eeb960a8fd.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_453814eeb960a8fd.parquet,True
cmp_56f436438f8d3071,gt_453814eeb960a8fd,NR3C1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_453814eeb960a8fd,gt_453814eeb960a8fd,EXTRACTED,intermediate/15b3/Pan-UKB/gt_453814eeb960a8fd.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_453814eeb960a8fd.parquet,True
cmp_dcc91b9766498186,gt_453814eeb960a8fd,NR3C1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_453814eeb960a8fd,gt_453814eeb960a8fd,EXTRACTED,intermediate/15b3/Pan-UKB/gt_453814eeb960a8fd.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_453814eeb960a8fd.parquet,True
cmp_71d51fd8220ecdd7,gt_67618c459284880c,P2RY2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_67618c459284880c,gt_67618c459284880c,EXTRACTED,intermediate/15b3/Pan-UKB/gt_67618c459284880c.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_67618c459284880c.parquet,True
cmp_ceb0320df06c9ef1,gt_67618c459284880c,P2RY2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_67618c459284880c,gt_67618c459284880c,EXTRACTED,intermediate/15b3/Pan-UKB/gt_67618c459284880c.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_67618c459284880c.parquet,True
cmp_92340126838632f5,gt_67618c459284880c,P2RY2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_67618c459284880c,gt_67618c459284880c,EXTRACTED,intermediate/15b3/Pan-UKB/gt_67618c459284880c.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_67618c459284880c.parquet,True
cmp_350b5e0d60207f09,gt_0ef8cbb6ba3f7abe,PDE3A,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_0ef8cbb6ba3f7abe,gt_0ef8cbb6ba3f7abe,EXTRACTED,intermediate/15b3/Pan-UKB/gt_0ef8cbb6ba3f7abe.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_0ef8cbb6ba3f7abe.parquet,True
cmp_b6cab8740f5a9c7b,gt_0ef8cbb6ba3f7abe,PDE3A,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_0ef8cbb6ba3f7abe,gt_0ef8cbb6ba3f7abe,EXTRACTED,intermediate/15b3/Pan-UKB/gt_0ef8cbb6ba3f7abe.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_0ef8cbb6ba3f7abe.parquet,True
cmp_197aad6d12fe8c13,gt_0ef8cbb6ba3f7abe,PDE3A,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_0ef8cbb6ba3f7abe,gt_0ef8cbb6ba3f7abe,EXTRACTED,intermediate/15b3/Pan-UKB/gt_0ef8cbb6ba3f7abe.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_0ef8cbb6ba3f7abe.parquet,True
cmp_b3de2b99d654dcd6,gt_ce15e9abcabbebe4,PDE4B,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_ce15e9abcabbebe4,gt_ce15e9abcabbebe4,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ce15e9abcabbebe4.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ce15e9abcabbebe4.parquet,True
cmp_31ea5471a11d8e99,gt_ce15e9abcabbebe4,PDE4B,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_ce15e9abcabbebe4,gt_ce15e9abcabbebe4,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ce15e9abcabbebe4.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ce15e9abcabbebe4.parquet,True
cmp_b10df697bb87a651,gt_ce15e9abcabbebe4,PDE4B,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_ce15e9abcabbebe4,gt_ce15e9abcabbebe4,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ce15e9abcabbebe4.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ce15e9abcabbebe4.parquet,True
cmp_7e50cbc5623b026a,gt_45bc82dccf3c01ab,PDE4D,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_45bc82dccf3c01ab,gt_45bc82dccf3c01ab,EXTRACTED,intermediate/15b3/Pan-UKB/gt_45bc82dccf3c01ab.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_45bc82dccf3c01ab.parquet,True
cmp_3b03f5bda01bae7a,gt_45bc82dccf3c01ab,PDE4D,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_45bc82dccf3c01ab,gt_45bc82dccf3c01ab,EXTRACTED,intermediate/15b3/Pan-UKB/gt_45bc82dccf3c01ab.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_45bc82dccf3c01ab.parquet,True
cmp_2b59ee2a8e42bb83,gt_45bc82dccf3c01ab,PDE4D,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_45bc82dccf3c01ab,gt_45bc82dccf3c01ab,EXTRACTED,intermediate/15b3/Pan-UKB/gt_45bc82dccf3c01ab.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_45bc82dccf3c01ab.parquet,True
cmp_7d7d97212a472ada,gt_634e01c40ac909ce,RARG,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_634e01c40ac909ce,gt_634e01c40ac909ce,EXTRACTED,intermediate/15b3/Pan-UKB/gt_634e01c40ac909ce.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_634e01c40ac909ce.parquet,True
cmp_e22939b588f8ca9c,gt_634e01c40ac909ce,RARG,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_634e01c40ac909ce,gt_634e01c40ac909ce,EXTRACTED,intermediate/15b3/Pan-UKB/gt_634e01c40ac909ce.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_634e01c40ac909ce.parquet,True
cmp_91c8bfaedcb71690,gt_634e01c40ac909ce,RARG,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_634e01c40ac909ce,gt_634e01c40ac909ce,EXTRACTED,intermediate/15b3/Pan-UKB/gt_634e01c40ac909ce.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_634e01c40ac909ce.parquet,True
cmp_b389e63423459398,gt_029961e460d086f0,SERPINA1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_029961e460d086f0,gt_029961e460d086f0,EXTRACTED,intermediate/15b3/Pan-UKB/gt_029961e460d086f0.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_029961e460d086f0.parquet,True
cmp_91fbbe74acfb4987,gt_029961e460d086f0,SERPINA1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_029961e460d086f0,gt_029961e460d086f0,EXTRACTED,intermediate/15b3/Pan-UKB/gt_029961e460d086f0.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_029961e460d086f0.parquet,True
cmp_9146bc01f23009a1,gt_029961e460d086f0,SERPINA1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_029961e460d086f0,gt_029961e460d086f0,EXTRACTED,intermediate/15b3/Pan-UKB/gt_029961e460d086f0.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_029961e460d086f0.parquet,True
cmp_b29b8dddfb4cdb14,gt_b8bfd54f2cf1a119,TNFSF15,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_b8bfd54f2cf1a119,gt_b8bfd54f2cf1a119,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b8bfd54f2cf1a119.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b8bfd54f2cf1a119.parquet,True
cmp_96b17e06a6e7a982,gt_b8bfd54f2cf1a119,TNFSF15,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_b8bfd54f2cf1a119,gt_b8bfd54f2cf1a119,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b8bfd54f2cf1a119.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b8bfd54f2cf1a119.parquet,True
cmp_3fdc2b0f28ca157a,gt_b8bfd54f2cf1a119,TNFSF15,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_b8bfd54f2cf1a119,gt_b8bfd54f2cf1a119,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b8bfd54f2cf1a119.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b8bfd54f2cf1a119.parquet,True
cmp_416dabb7bbc8299b,gt_351f098f1d4785d1,TNFSF4,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_351f098f1d4785d1,gt_351f098f1d4785d1,EXTRACTED,intermediate/15b3/Pan-UKB/gt_351f098f1d4785d1.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_351f098f1d4785d1.parquet,True
cmp_52fb5f9805834b6d,gt_351f098f1d4785d1,TNFSF4,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_351f098f1d4785d1,gt_351f098f1d4785d1,EXTRACTED,intermediate/15b3/Pan-UKB/gt_351f098f1d4785d1.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_351f098f1d4785d1.parquet,True
cmp_ce25c7354229b376,gt_351f098f1d4785d1,TNFSF4,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_351f098f1d4785d1,gt_351f098f1d4785d1,EXTRACTED,intermediate/15b3/Pan-UKB/gt_351f098f1d4785d1.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_351f098f1d4785d1.parquet,True
cmp_759adfd647a4dbab,gt_f74f9b66526dece0,TSLP,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,True,False,gt_f74f9b66526dece0,gt_f74f9b66526dece0,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f74f9b66526dece0.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f74f9b66526dece0.parquet,True
cmp_2973708801b03919,gt_f74f9b66526dece0,TSLP,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,True,False,gt_f74f9b66526dece0,gt_f74f9b66526dece0,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f74f9b66526dece0.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f74f9b66526dece0.parquet,True
cmp_64fd608209eb0a79,gt_f74f9b66526dece0,TSLP,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,True,False,gt_f74f9b66526dece0,gt_f74f9b66526dece0,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f74f9b66526dece0.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f74f9b66526dece0.parquet,True
cmp_19087d7ff329daa7,gt_e16801af4d34b8d6,TYK2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),AFR,SENSITIVITY,False,False,gt_e16801af4d34b8d6,gt_e16801af4d34b8d6,EXTRACTED,intermediate/15b3/Pan-UKB/gt_e16801af4d34b8d6.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_e16801af4d34b8d6.parquet,True
cmp_25caf8ba2f8398e8,gt_e16801af4d34b8d6,TYK2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),CSA,SENSITIVITY,False,False,gt_e16801af4d34b8d6,gt_e16801af4d34b8d6,EXTRACTED,intermediate/15b3/Pan-UKB/gt_e16801af4d34b8d6.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_e16801af4d34b8d6.parquet,True
cmp_d4f5c2823cec7832,gt_e16801af4d34b8d6,TYK2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),MID,SENSITIVITY,False,False,gt_e16801af4d34b8d6,gt_e16801af4d34b8d6,EXTRACTED,intermediate/15b3/Pan-UKB/gt_e16801af4d34b8d6.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_e16801af4d34b8d6.parquet,True
cmp_be8091df0d0a4af2,gt_48d9393562b5ff50,ADORA1,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),AFR,SENSITIVITY,False,False,gt_48d9393562b5ff50,gt_48d9393562b5ff50,EXTRACTED,intermediate/15b3/Pan-UKB/gt_48d9393562b5ff50.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_48d9393562b5ff50.parquet,True
cmp_ac269e19005e96e3,gt_48d9393562b5ff50,ADORA1,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),CSA,SENSITIVITY,False,False,gt_48d9393562b5ff50,gt_48d9393562b5ff50,EXTRACTED,intermediate/15b3/Pan-UKB/gt_48d9393562b5ff50.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_48d9393562b5ff50.parquet,True
cmp_3f151fc6b17942f1,gt_48d9393562b5ff50,ADORA1,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),MID,SENSITIVITY,False,False,gt_48d9393562b5ff50,gt_48d9393562b5ff50,EXTRACTED,intermediate/15b3/Pan-UKB/gt_48d9393562b5ff50.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_48d9393562b5ff50.parquet,True
cmp_bc7158818260bd91,gt_d4809ae97a28786d,ADORA2B,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),AFR,SENSITIVITY,False,False,gt_d4809ae97a28786d,gt_d4809ae97a28786d,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d4809ae97a28786d.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d4809ae97a28786d.parquet,True
cmp_664a872f042a90b6,gt_d4809ae97a28786d,ADORA2B,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),CSA,SENSITIVITY,False,False,gt_d4809ae97a28786d,gt_d4809ae97a28786d,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d4809ae97a28786d.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d4809ae97a28786d.parquet,True
cmp_574db8944e52622d,gt_d4809ae97a28786d,ADORA2B,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),MID,SENSITIVITY,False,False,gt_d4809ae97a28786d,gt_d4809ae97a28786d,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d4809ae97a28786d.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d4809ae97a28786d.parquet,True
cmp_c2cdff936ad92c27,gt_df7e9a1eb48a6586,ADRB2,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),AFR,SENSITIVITY,False,False,gt_df7e9a1eb48a6586,gt_df7e9a1eb48a6586,EXTRACTED,intermediate/15b3/Pan-UKB/gt_df7e9a1eb48a6586.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_df7e9a1eb48a6586.parquet,True
cmp_86a3571275474197,gt_df7e9a1eb48a6586,ADRB2,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),CSA,SENSITIVITY,False,False,gt_df7e9a1eb48a6586,gt_df7e9a1eb48a6586,EXTRACTED,intermediate/15b3/Pan-UKB/gt_df7e9a1eb48a6586.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_df7e9a1eb48a6586.parquet,True
cmp_6ef172ed91e906d1,gt_df7e9a1eb48a6586,ADRB2,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),MID,SENSITIVITY,False,False,gt_df7e9a1eb48a6586,gt_df7e9a1eb48a6586,EXTRACTED,intermediate/15b3/Pan-UKB/gt_df7e9a1eb48a6586.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_df7e9a1eb48a6586.parquet,True
cmp_033e74024bcb9ced,gt_46d69d85fe63ef90,CHRM3,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),AFR,SENSITIVITY,True,False,gt_46d69d85fe63ef90,gt_46d69d85fe63ef90,EXTRACTED,intermediate/15b3/Pan-UKB/gt_46d69d85fe63ef90.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_46d69d85fe63ef90.parquet,True
cmp_6125c6b3b40ba024,gt_46d69d85fe63ef90,CHRM3,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),CSA,SENSITIVITY,True,False,gt_46d69d85fe63ef90,gt_46d69d85fe63ef90,EXTRACTED,intermediate/15b3/Pan-UKB/gt_46d69d85fe63ef90.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_46d69d85fe63ef90.parquet,True
