indication_mesh_id,indication_mesh_term,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,candidate_1_id,candidate_1_description,candidate_1_pops_pass_qc,candidate_1_score,candidate_1_matched_mesh_term,candidate_2_id,candidate_2_description,candidate_2_pops_pass_qc,candidate_2_score,candidate_2_matched_mesh_term,candidate_3_id,candidate_3_description,candidate_3_pops_pass_qc,candidate_3_score,candidate_3_matched_mesh_term,candidate_4_id,candidate_4_description,candidate_4_pops_pass_qc,candidate_4_score,candidate_4_matched_mesh_term,candidate_5_id,candidate_5_description,candidate_5_pops_pass_qc,candidate_5_score,candidate_5_matched_mesh_term,selected_panukb_phenotype_id,mapping_decision,mapping_rationale,reviewer_notes
D005922,"Glomerulonephritis, IGA","Glomerulonephritis, IGA",2,2,0,2,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",49.583333333333336,Berger Disease,phecode|250.2|both_sexes||,Type 2 diabetes,"CSA,EUR",48.52272727272727,IGA Type Nephritis,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",47.159574468085104,Berger Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",46.166666666666664,Berger Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",45.81578947368421,Berger Disease,,,,
D006073,Gout,Gout,2,2,1,1,icd10|E66|both_sexes||,E66 Obesity,"EUR,MID",5.454545454545455,Gout,icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",4.7368421052631575,Gouts,phecode|574.1|both_sexes||,Cholelithiasis,"EAS,EUR",4.7368421052631575,Gouts,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",4.7368421052631575,Gouts,phecode|716.9|both_sexes||,Arthropathy NOS,"EAS,EUR",4.5,Gouts,,,,
D006258,Head and Neck Neoplasms,Head and Neck Neoplasms,2,2,0,2,phecode|594.1|both_sexes||,Calculus of kidney,"CSA,EUR",8.4375,Cancer of Neck,icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,"CSA,EUR",8.076923076923077,Cancer of Head and Neck,icd10|R07|both_sexes||,R07 Pain in throat and chest,"CSA,EUR",7.647058823529411,Cancer of the Head and Neck,phecode|760|both_sexes||,Back pain,"CSA,EUR",7.5,Neck Cancer,phecode|530|both_sexes||,Diseases of esophagus,"EUR,MID",7.0588235294117645,Head Neoplasm,,,,
D006689,Hodgkin Disease,Hodgkin Disease,2,2,0,2,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",49.71153846153846,Hodgkin's Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",47.625,Hodgkin's Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",46.1,Hodgkin's Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",45.706896551724135,Hodgkin Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",45.5,Hodgkin's Disease,,,,
D017681,Hypereosinophilic Syndrome,Hypereosinophilic Syndrome,2,2,0,2,phecode|401.1|both_sexes||,Essential hypertension,"CSA,EUR",7.5,"Syndrome, Hypereosinophilic",phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",7.142857142857142,Loeffler Endocarditis,phecode|401|both_sexes||,Hypertension,"CSA,EUR",7.105263157894736,Hypereosinophilic Syndrome,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",6.857142857142857,Loeffler Endocarditis,icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",6.666666666666666,Loeffler Endocarditis,,,,
D007680,Kidney Neoplasms,Kidney Neoplasms,2,2,2,0,phecode|594.1|both_sexes||,Calculus of kidney,"CSA,EUR",55.63725490196078,Cancer of Kidney,icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,"CSA,EUR",49.916666666666664,Cancer of Kidney,phecode|594|both_sexes||,Urinary calculus,"CSA,EUR",8.275862068965518,Renal Cancers,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",7.272727272727273,Renal Cancer,icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,"CSA,EUR",6.923076923076923,Renal Cancer,,,,
D008593,Menopause,Menopause,2,2,1,1,icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,"CSA,EUR",6.6,"Change of Life, Female",icd10|Z72|both_sexes||,Z72 Problems related to lifestyle,"AFR,EUR",6.6,"Change of Life, Female",icd10|I83|both_sexes||,I83 Varicose veins of lower extremities,"AFR,EUR",6.428571428571428,"Change of Life, Female",phecode|594.1|both_sexes||,Calculus of kidney,"CSA,EUR",6.153846153846153,"Change of Life, Female",phecode|835|both_sexes||,Internal derangement of knee,"EUR,MID",6.122448979591837,"Change of Life, Female",,,,
D009101,Multiple Myeloma,Multiple Myeloma,2,2,0,2,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",49.583333333333336,Kahler Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",47.5,Kahler Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",47.159574468085104,Kahler Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",45.28947368421053,Kahler Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",44.82258064516129,Kahler Disease,,,,
D019578,Multiple System Atrophy,Multiple System Atrophy,2,2,0,2,phecode|459|both_sexes||,Other disorders of circulatory system,"CSA,EUR",34.166666666666664,"Atrophy, Multiple System",icd10|R19|both_sexes||,R19 Other symptoms and signs involving the digestive system and abdomen,"EUR,MID",31.259057971014492,Multiple System Atrophies,phecode|716|both_sexes||,Other arthropathies,"EAS,EUR",9.0,Multisystem Atrophies,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",8.0,Multisystemic Atrophies,phecode|716.9|both_sexes||,Arthropathy NOS,"EAS,EUR",7.9411764705882355,"Atrophy, Multisystem",,,,
D009203,Myocardial Infarction,Myocardial Infarction,2,2,1,1,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",48.107142857142854,Heart Attacks,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",44.95454545454545,Heart Attacks,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",43.5,Heart Attack,phecode|716|both_sexes||,Other arthropathies,"EAS,EUR",7.5,Heart Attacks,phecode|558|both_sexes||,Noninfectious gastroenteritis,"CSA,EUR",7.0588235294117645,"Infarctions, Myocardial",,,,
D009216,Myopia,Myopia,2,2,2,0,phecode|250.2|both_sexes||,Type 2 diabetes,"CSA,EUR",6.818181818181818,Myopias,icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,"CSA,EUR",6.206896551724138,Nearsightedness,icd10|E66|both_sexes||,E66 Obesity,"EUR,MID",6.206896551724138,Nearsightedness,icd10|F17|both_sexes||,F17 Mental and behavioural disorders due to use of tobacco,"EAS,EUR",6.206896551724138,Nearsightedness,icd10|F32|both_sexes||,F32 Depressive episode,"CSA,EUR",6.206896551724138,Nearsightedness,,,,
D009290,Narcolepsy,Narcolepsy,2,2,1,1,phecode|327.3|both_sexes||,Sleep apnea,"CSA,EUR",53.05555555555556,"Sleep, Paroxysmal",icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",51.90860215053763,"Sleep, Paroxysmal",phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",51.90860215053763,"Sleep, Paroxysmal",phecode|250|both_sexes||,Diabetes mellitus,"CSA,EUR",7.297297297297297,"Syndromes, Gelineau's",phecode|317|both_sexes||,Alcohol-related disorders,"AFR,EUR",7.173913043478261,Narcoleptic Syndromes,,,,
D009771,Obsessive-Compulsive Disorder,Obsessive-Compulsive Disorder,2,2,0,2,icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",50.583333333333336,Obsessive-Compulsive Disorders,phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",50.583333333333336,Obsessive-Compulsive Disorders,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",49.05,Obsessive Compulsive Disorder,phecode|318|both_sexes||,Tobacco use disorder,"EAS,EUR",38.4625850340136,Obsessive Compulsive Disorder,icd10|M51|both_sexes||,M51 Other intervertebral disk disorders,"CSA,EUR",36.51282051282051,Obsessive-Compulsive Disorders,,,,
D010003,Osteoarthritis,Osteoarthritis,2,2,1,1,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",255.0,Osteoarthrosis,icd10|M16|both_sexes||,M16 Coxarthrosis [arthrosis of hip],"CSA,EUR",103.77192982456141,Arthrosis,icd10|M17|both_sexes||,M17 Gonarthrosis [arthrosis of knee],"EUR,MID",103.58974358974359,Arthrosis,phecode|714|both_sexes||,Rheumatoid arthritis and other inflammatory polyarthropathies,"CSA,EUR",45.644578313253014,"Arthritis, Degenerative",phecode|716|both_sexes||,Other arthropathies,"EAS,EUR",10.0,Osteoarthroses,,,,
D012148,Restless Legs Syndrome,Restless Legs Syndrome,2,2,1,1,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",37.238095238095234,Willis Ekbom Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",35.147058823529406,Willis Ekbom Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",33.23529411764706,Willis Ekbom Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",33.160377358490564,Willis Ekbom Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",32.738095238095234,Willis Ekbom Disease,,,,
D012174,Retinitis Pigmentosa,Retinitis Pigmentosa,2,2,0,2,phecode|716|both_sexes||,Other arthropathies,"EAS,EUR",8.372093023255815,Pigmentary Retinopathies,phecode|401.1|both_sexes||,Essential hypertension,"CSA,EUR",8.125,Tapetoretinal Degeneration,phecode|716.9|both_sexes||,Arthropathy NOS,"EAS,EUR",8.108108108108109,"Retinopathy, Pigmentary",phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",7.333333333333333,"Retinopathies, Pigmentary",icd10|Z86|both_sexes||,Z86 Personal history of certain other diseases,"EUR,MID",7.272727272727273,Pigmentary Retinopathies,,,,
D006255,"Rhinitis, Allergic, Seasonal","Rhinitis, Allergic, Seasonal",2,2,0,2,phecode|960.2|both_sexes||,Allergy/adverse effect of penicillin,"CSA,EUR",47.0,"Allergies, Pollen",icd10|Z88|both_sexes||,"Z88 Personal history of allergy to drugs, medicaments and biologocal substances","CSA,EUR",40.72222222222222,Pollen Allergies,icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",8.75,Pollinosis,phecode|574.1|both_sexes||,Cholelithiasis,"EAS,EUR",8.75,Pollinosis,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",7.5,Seasonal Allergic Rhinitis,,,,
D013736,Testicular Neoplasms,Testicular Neoplasms,2,2,0,2,phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",7.5,Cancer of the Testis,phecode|530|both_sexes||,Diseases of esophagus,"EUR,MID",7.297297297297297,Cancer of Testis,icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",7.272727272727273,Rete Testis Tumors,phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",7.272727272727273,Rete Testis Tumors,phecode|401|both_sexes||,Hypertension,"CSA,EUR",7.199999999999999,"Cancer, Testis",,,,
D014523,Urethral Neoplasms,Urethral Neoplasms,2,2,0,2,phecode|716.9|both_sexes||,Arthropathy NOS,"EAS,EUR",8.70967741935484,Urethra Neoplasm,icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,"CSA,EUR",8.4,Cancer of the Urethra,phecode|594|both_sexes||,Urinary calculus,"CSA,EUR",7.741935483870968,Urethra Cancers,phecode|716|both_sexes||,Other arthropathies,"EAS,EUR",7.272727272727273,"Cancer, Urethra",icd10|J45|both_sexes||,J45 Asthma,"CSA,EUR,MID",7.142857142857142,"Cancers, Urethra",,,,
D014565,Urogenital Neoplasms,Urogenital Neoplasms,2,2,0,2,phecode|594|both_sexes||,Urinary calculus,"CSA,EUR",50.723684210526315,Genito-urinary Cancers,phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",7.659574468085106,Genitourinary Neoplasms,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",7.105263157894736,Urogenital Cancer,phecode|558|both_sexes||,Noninfectious gastroenteritis,"CSA,EUR",6.875,"Neoplasm, Urogenital",phecode|785|both_sexes||,Abdominal pain,"CSA,EUR",6.774193548387097,Urogenital Cancer,,,,
D057135,Wet Macular Degeneration,Wet Macular Degeneration,2,2,0,2,icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,"CSA,EUR",6.5625,"Macular Degenerations, Wet",icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,"CSA,EUR",6.226415094339623,"Macular Degeneration, Wet",phecode|716|both_sexes||,Other arthropathies,"EAS,EUR",6.136363636363637,Wet Macular Degenerations,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",6.0,Wet Macular Degeneration,phecode|401.1|both_sexes||,Essential hypertension,"CSA,EUR",5.869565217391305,"Degeneration, Wet Macular",,,,
D000417,Albinism,Albinism,1,1,0,1,icd10|J45|both_sexes||,J45 Asthma,"CSA,EUR,MID",6.428571428571428,Albinism,phecode|785|both_sexes||,Abdominal pain,"CSA,EUR",5.454545454545455,Albinism,phecode|760|both_sexes||,Back pain,"CSA,EUR",5.294117647058824,Albinism,icd10|K42|both_sexes||,K42 Umbilical hernia,"CSA,EUR",5.0,Albinism,phecode|550|both_sexes||,Abdominal hernia,"EAS,EUR",5.0,Albinism,,,,
D019973,Alcohol-Related Disorders,Alcohol-Related Disorders,1,1,0,1,phecode|317|both_sexes||,Alcohol-related disorders,"AFR,EUR",255.0,Alcohol Related Disorders,icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",51.0,Alcohol Related Disorders,phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",51.0,Alcohol Related Disorders,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",48.583333333333336,Alcohol-Related Disorder,icd10|Z72|both_sexes||,Z72 Problems related to lifestyle,"AFR,EUR",44.833333333333336,Alcohol Problems,,,,
D000505,Alopecia,Alopecia,1,1,1,0,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",7.894736842105263,Androgenic Alopecias,phecode|418|both_sexes||,Nonspecific chest pain,"CSA,EUR",7.674418604651163,"Alopecia, Male Pattern",phecode|327.3|both_sexes||,Sleep apnea,"CSA,EUR",7.5,Male Pattern Alopecia,icd10|K44|both_sexes||,K44 Diaphragmatic hernia,"EUR,MID",7.317073170731707,Androgenetic Alopecia,phecode|550.2|both_sexes||,Diaphragmatic hernia,"CSA,EUR,MID",7.317073170731707,Androgenetic Alopecia,,,,
D000690,Amyotrophic Lateral Sclerosis,Amyotrophic Lateral Sclerosis,1,1,0,1,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",51.79054054054054,Charcot Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",47.97826086956522,Charcot Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",46.61864406779661,Gehrig's Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",46.52127659574468,Gehrig Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",46.0625,Gehrig's Disease,,,,
D001145,"Arrhythmias, Cardiac","Arrhythmias, Cardiac",1,1,0,1,icd10|Z95|both_sexes||,Z95 Presence of cardiac and vascular implants and grafts,"CSA,EUR",43.82629107981221,Cardiac Dysrhythmia,icd10|J45|both_sexes||,J45 Asthma,"CSA,EUR,MID",10.0,Arrythmia,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",8.108108108108109,Cardiac Arrhythmias,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",7.317073170731707,"Dysrhythmia, Cardiac",phecode|550|both_sexes||,Abdominal hernia,"EAS,EUR",7.0588235294117645,"Arrhythmia, Cardiac",,,,
D001171,"Arthritis, Juvenile","Arthritis, Juvenile",1,1,1,0,phecode|714|both_sexes||,Rheumatoid arthritis and other inflammatory polyarthropathies,"CSA,EUR",65.66666666666666,"Rheumatoid Arthritis, Juvenile",phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",50.79545454545455,"Chronic Arthritis, Juvenile",phecode|496.21|both_sexes||,Obstructive chronic bronchitis,"CSA,EUR",38.30952380952381,Juvenile Chronic Arthritis,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",35.39473684210526,"Chronic Arthritis, Juvenile",phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",34.79729729729729,"Chronic Arthritis, Juvenile",,,,
D001850,"Bone Diseases, Infectious","Bone Diseases, Infectious",1,1,0,1,phecode|530|both_sexes||,Diseases of esophagus,"EUR,MID",50.583333333333336,"Bone Diseases, Infectious",phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",36.666666666666664,Infectious Bone Disease,phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases","EUR,MID",35.36885245901639,Infectious Bone Diseases,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",34.31818181818181,Infectious Bone Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",34.26056338028169,"Bone Disease, Infectious",,,,
D001851,"Bone Diseases, Metabolic","Bone Diseases, Metabolic",1,1,0,1,phecode|530|both_sexes||,Diseases of esophagus,"EUR,MID",48.75,"Bone Diseases, Metabolic",phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",37.53030303030303,Metabolic Bone Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",34.88461538461538,Metabolic Bone Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",34.85849056603773,Metabolic Bone Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",34.590909090909086,Metabolic Bone Disease,,,,
D029481,"Bronchitis, Chronic","Bronchitis, Chronic",1,1,1,0,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",255.0,Chronic Bronchitis,phecode|496.21|both_sexes||,Obstructive chronic bronchitis,"CSA,EUR",119.58333333333333,Chronic Bronchitis,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",48.07142857142857,Chronic Bronchitis,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",46.385245901639344,Chronic Bronchitis,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",45.86363636363637,Chronic Bronchitis,,,,
D000086382,COVID-19,COVID-19,1,1,1,0,phecode|530|both_sexes||,Diseases of esophagus,"EUR,MID",47.40384615384615,2019-nCoV Diseases,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",35.990566037735846,Coronavirus Disease 19,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",35.68181818181818,COVID 19 Virus Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",34.590909090909086,Coronavirus Disease 19,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",34.42307692307692,Coronavirus Disease 19,,,,
D002446,Celiac Disease,Celiac Disease,1,1,0,1,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",51.25,Celiac Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",47.5,Celiac Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",45.88297872340426,Celiac Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",45.81578947368421,Celiac Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",45.306451612903224,Celiac Disease,,,,
D002761,Cholangitis,Cholangitis,1,1,0,1,icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",9.6,Cholangitis,phecode|574.1|both_sexes||,Cholelithiasis,"EAS,EUR",9.6,Cholangitis,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",8.275862068965518,Cholangitis,phecode|317|both_sexes||,Alcohol-related disorders,"AFR,EUR",7.105263157894736,Cholangitides,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",6.136363636363637,Cholangitides,,,,
D003414,Crigler-Najjar Syndrome,Crigler-Najjar Syndrome,1,1,0,1,phecode|250.2|both_sexes||,Type 2 diabetes,"CSA,EUR",43.5,"Crigler Najjar Syndrome, Type I",phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",7.0,"Hyperbilirubinemia, Hereditary Unconjugated",icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,"CSA,EUR",6.428571428571428,Hereditary Unconjugated Hyperbilirubinemia,icd10|E66|both_sexes||,E66 Obesity,"EUR,MID",6.428571428571428,Hereditary Unconjugated Hyperbilirubinemia,icd10|F17|both_sexes||,F17 Mental and behavioural disorders due to use of tobacco,"EAS,EUR",6.428571428571428,Hereditary Unconjugated Hyperbilirubinemia,,,,
D003704,Dementia,Dementia,1,1,0,1,icd10|K42|both_sexes||,K42 Umbilical hernia,"CSA,EUR",10.0,Familial Dementia,phecode|550.4|both_sexes||,Umbilical hernia,"CSA,EUR",10.0,Familial Dementia,phecode|550|both_sexes||,Abdominal hernia,"EAS,EUR",9.090909090909092,Familial Dementia,phecode|272|both_sexes||,Disorders of lipoid metabolism,"CSA,EUR",7.090909090909091,Senile Paranoid Dementias,phecode|401.1|both_sexes||,Essential hypertension,"CSA,EUR",7.0212765957446805,"Dementias, Senile Paranoid",,,,
D003928,Diabetic Nephropathies,Diabetic Nephropathies,1,1,0,1,phecode|530|both_sexes||,Diseases of esophagus,"EUR,MID",47.916666666666664,"Kidney Diseases, Diabetic",phecode|594.1|both_sexes||,Calculus of kidney,"CSA,EUR",47.83536585365854,Diabetic Kidney Disease,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",38.0,Diabetic Kidney Disease,icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,"CSA,EUR",36.166666666666664,Diabetic Kidney Disease,phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases","EUR,MID",35.36885245901639,Diabetic Kidney Diseases,,,,
D003929,Diabetic Neuropathies,Diabetic Neuropathies,1,1,0,1,phecode|250.2|both_sexes||,Type 2 diabetes,"CSA,EUR",8.333333333333334,"Amyotrophies, Diabetic",phecode|716|both_sexes||,Other arthropathies,"EAS,EUR",8.25,Diabetic Amyotrophies,phecode|716.9|both_sexes||,Arthropathy NOS,"EAS,EUR",7.9411764705882355,Diabetic Neuropathy,icd10|R07|both_sexes||,R07 Pain in throat and chest,"CSA,EUR",7.9245283018867925,Painful Diabetic Neuropathies,icd10|K44|both_sexes||,K44 Diaphragmatic hernia,"EUR,MID",7.894736842105263,Diabetic Neuralgia,,,,
D004381,Duodenal Ulcer,Duodenal Ulcer,1,1,0,1,phecode|550|both_sexes||,Abdominal hernia,"EAS,EUR",8.0,Duodenal Ulcer,icd10|K42|both_sexes||,K42 Umbilical hernia,"CSA,EUR",7.0,"Ulcer, Duodenal",phecode|550.4|both_sexes||,Umbilical hernia,"CSA,EUR",7.0,"Ulcer, Duodenal",phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",6.857142857142857,Duodenal Ulcer,phecode|594|both_sexes||,Urinary calculus,"CSA,EUR",6.774193548387097,Duodenal Ulcers,,,,
D020920,Dyssomnias,Dyssomnias,1,1,0,1,icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",119.58333333333333,Extrinsic Sleep Disorders,phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",119.58333333333333,Extrinsic Sleep Disorders,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",51.65816326530612,Environmental Sleep Disorder,phecode|327.3|both_sexes||,Sleep apnea,"CSA,EUR",47.916666666666664,"Sleep Disorder, Adjustment",phecode|318|both_sexes||,Tobacco use disorder,"EAS,EUR",37.33333333333333,Adjustment Sleep Disorder,,,,
D004485,Eczema,Eczema,1,1,0,1,phecode|558|both_sexes||,Noninfectious gastroenteritis,"CSA,EUR",7.800000000000001,Eczematous Dermatitis,phecode|716.2|both_sexes||,Unspecified monoarthritis,"CSA,EAS,EUR,MID",7.173913043478261,Eczematous Dermatitis,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",6.279069767441861,Eczematous Dermatitis,phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases","EUR,MID",6.206896551724138,"Dermatitis, Eczematous",phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",6.153846153846153,Eczematous Dermatitis,,,,
D016889,Endometrial Neoplasms,Endometrial Neoplasms,1,1,0,1,phecode|785|both_sexes||,Abdominal pain,"CSA,EUR",8.571428571428571,Endometrial Carcinoma,phecode|550|both_sexes||,Abdominal hernia,"EAS,EUR",7.9411764705882355,Endometrial Cancer,icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,"CSA,EUR",7.800000000000001,Cancer of Endometrium,phecode|454.1|both_sexes||,Varicose veins of lower extremity,"AFR,EUR",7.368421052631579,Carcinoma of Endometrium,phecode|401.1|both_sexes||,Essential hypertension,"CSA,EUR",7.317073170731707,Endometrial Cancers,,,,
D004715,Endometriosis,Endometriosis,1,1,1,0,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",8.88888888888889,Endometriosis,phecode|550|both_sexes||,Abdominal hernia,"EAS,EUR",7.5,Endometrioma,icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",6.666666666666666,Endometriosis,phecode|574.1|both_sexes||,Cholelithiasis,"EAS,EUR",6.666666666666666,Endometriosis,phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",6.486486486486487,Endometriosis,,,,
D004828,"Epilepsies, Partial","Epilepsies, Partial",1,1,1,0,phecode|785|both_sexes||,Abdominal pain,"CSA,EUR",55.416666666666664,Abdominal Epilepsy,phecode|550|both_sexes||,Abdominal hernia,"EAS,EUR",54.75490196078431,Abdominal Epilepsy,icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",51.51315789473684,Focal Seizure Disorders,phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",51.51315789473684,Focal Seizure Disorders,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",49.916666666666664,Partial Seizure Disorder,,,,
D004938,Esophageal Neoplasms,Esophageal Neoplasms,1,1,0,1,phecode|530|both_sexes||,Diseases of esophagus,"EUR,MID",55.416666666666664,Cancer of Esophagus,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",8.653846153846153,Esophageal Neoplasm,phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases","EUR,MID",8.035714285714285,Esophagus Neoplasms,icd10|F32|both_sexes||,F32 Depressive episode,"CSA,EUR",7.105263157894736,"Neoplasms, Esophageal",phecode|401.1|both_sexes||,Essential hypertension,"CSA,EUR",6.75,Esophageal Cancers,,,,
