ti_uid	indication_association_similarity	target	indication_mesh_id	indication_mesh_term	historical_max_phase	active_max_phase	combined_max_phase	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	assoc_share	assoc_rank	source_name	abs_beta	abs_or	areas	genetic_insight	target_status	ab_tractable	sm_tractable	rhodop_gpcr	nuclear_receptor	enzyme	ion_channel	kinase
CLCN2-D029424	0.22	CLCN2	D029424	Pulmonary Disease, Chronic Obstructive	Phase II		Phase II	TRUE	TRUE	FALSE		TRUE		D056784	Leukoencephalopathies	OMIM		Leukoencephalopathy with ataxia, 615651 (3), Autosomal recessive	https://omim.org/entry/600570									OMIM			respiratory	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
CLCN2-D043183	0.229	CLCN2	D043183	Irritable Bowel Syndrome	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	FALSE		D056784	Leukoencephalopathies	OMIM		Leukoencephalopathy with ataxia, 615651 (3), Autosomal recessive	https://omim.org/entry/600570									OMIM			digestive	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
CLCN2-D045823	0.203	CLCN2	D045823	Ileus	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D056784	Leukoencephalopathies	OMIM		Leukoencephalopathy with ataxia, 615651 (3), Autosomal recessive	https://omim.org/entry/600570									OMIM			digestive	omim/tcga	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
CLCN2-D065626	0.196	CLCN2	D065626	Non-alcoholic Fatty Liver Disease	Phase II		Phase II	TRUE	TRUE	FALSE		TRUE		D056784	Leukoencephalopathies	OMIM		Leukoencephalopathy with ataxia, 615651 (3), Autosomal recessive	https://omim.org/entry/600570									OMIM			digestive	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
CLCN7-D010022	1	CLCN7	D010022	Osteopetrosis	Preclinical		Preclinical	FALSE				FALSE		D010022	Osteopetrosis	OMIM		Osteopetrosis, autosomal recessive 4, 611490 (3), Autosomal recessive	https://omim.org/entry/602727									OMIM			musculoskeletal	both	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
CLDN1-D001650	0.196	CLDN1	D001650	Bile Duct Neoplasms		Preclinical	Preclinical					FALSE		D007057	Ichthyosis	OMIM		Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis, 607626 (3), Autosomal recessive	https://omim.org/entry/603718									OMIM			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN1-D008103	0.211	CLDN1	D008103	Liver Cirrhosis		Phase I	Phase I	TRUE				FALSE		D007057	Ichthyosis	OMIM		Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis, 607626 (3), Autosomal recessive	https://omim.org/entry/603718									OMIM			digestive, signs/symptoms	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN1-D008113	0.208	CLDN1	D008113	Liver Neoplasms		Preclinical	Preclinical					FALSE		D007057	Ichthyosis	OMIM		Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis, 607626 (3), Autosomal recessive	https://omim.org/entry/603718									OMIM			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN18-D001650	0.2	CLDN18	D001650	Bile Duct Neoplasms		Phase II	Phase II	TRUE	TRUE			TRUE		D001249	Asthma	OTG		Lung function (FEV1/FVC)	https://genetics.opentargets.org/study/GCST007080	2018			0.481146794955142	0.81	1	0.81	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN18-D004938	0.205	CLDN18	D004938	Esophageal Neoplasms		Phase III	Phase III	TRUE	TRUE	TRUE		TRUE		D001249	Asthma	OTG		Lung function (FEV1/FVC)	https://genetics.opentargets.org/study/GCST007080	2018			0.481146794955142	0.81	1	0.81	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN18-D009369	0.26	CLDN18	D009369	Neoplasms		Phase II	Phase II	TRUE	TRUE			TRUE		D001249	Asthma	OTG		Lung function (FEV1/FVC)	https://genetics.opentargets.org/study/GCST007080	2018			0.481146794955142	0.81	1	0.81	1	GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN18-D010051	0.208	CLDN18	D010051	Ovarian Neoplasms		Phase II	Phase II	TRUE	TRUE			TRUE		D001249	Asthma	OTG		Lung function (FEV1/FVC)	https://genetics.opentargets.org/study/GCST007080	2018			0.481146794955142	0.81	1	0.81	1	GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN18-D010190	0.208	CLDN18	D010190	Pancreatic Neoplasms		Phase II	Phase II	TRUE	TRUE			TRUE		D001249	Asthma	OTG		Lung function (FEV1/FVC)	https://genetics.opentargets.org/study/GCST007080	2018			0.481146794955142	0.81	1	0.81	1	GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN18-D013274	0.208	CLDN18	D013274	Stomach Neoplasms		Phase III	Phase III	TRUE	TRUE	TRUE		TRUE		D001249	Asthma	OTG		Lung function (FEV1/FVC)	https://genetics.opentargets.org/study/GCST007080	2018			0.481146794955142	0.81	1	0.81	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN18-D015179	0.217	CLDN18	D015179	Colorectal Neoplasms	Preclinical		Preclinical	FALSE				TRUE		D001249	Asthma	OTG		Lung function (FEV1/FVC)	https://genetics.opentargets.org/study/GCST007080	2018			0.481146794955142	0.81	1	0.81	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN18-D019337	0.208	CLDN18	D019337	Hematologic Neoplasms		Preclinical	Preclinical					FALSE		D001249	Asthma	OTG		Lung function (FEV1/FVC)	https://genetics.opentargets.org/study/GCST007080	2018			0.481146794955142	0.81	1	0.81	1	GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN2-D015212	0	CLDN2	D015212	Inflammatory Bowel Diseases	Preclinical		Preclinical	FALSE				FALSE																			digestive	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN3-D001943	0	CLDN3	D001943	Breast Neoplasms		Preclinical	Preclinical					FALSE																			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN3-D009369	0	CLDN3	D009369	Neoplasms	Preclinical		Preclinical	FALSE				FALSE																			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN3-D010051	0	CLDN3	D010051	Ovarian Neoplasms		Preclinical	Preclinical					FALSE																			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN3-D010190	0	CLDN3	D010190	Pancreatic Neoplasms		Preclinical	Preclinical					FALSE																			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN3-D011471	0	CLDN3	D011471	Prostatic Neoplasms		Preclinical	Preclinical					FALSE																			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN3-D015179	0	CLDN3	D015179	Colorectal Neoplasms		Preclinical	Preclinical					FALSE																			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN4-D010051	0.207	CLDN4	D010051	Ovarian Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D001791	Blood Platelet Disorders	OTG		Mean platelet volume	https://genetics.opentargets.org/study/GCST90025960	2021			0.079561852289125	0.59	1	0.59	1	GWAS	0.0278427999999999		oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN4-D010190	0.207	CLDN4	D010190	Pancreatic Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D001791	Blood Platelet Disorders	OTG		Mean platelet volume	https://genetics.opentargets.org/study/GCST90025960	2021			0.079561852289125	0.59	1	0.59	1	GWAS	0.0278427999999999		oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN4-D011471	0.207	CLDN4	D011471	Prostatic Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D001791	Blood Platelet Disorders	OTG		Mean platelet volume	https://genetics.opentargets.org/study/GCST90025960	2021			0.079561852289125	0.59	1	0.59	1	GWAS	0.0278427999999999		oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN6-D002289	0	CLDN6	D002289	Carcinoma, Non-Small-Cell Lung	Preclinical		Preclinical	FALSE				TRUE																			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN6-D009369	0	CLDN6	D009369	Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE																			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN6-D010051	0	CLDN6	D010051	Ovarian Neoplasms		Preclinical	Preclinical					TRUE																			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN6-D010534	0	CLDN6	D010534	Peritoneal Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		TRUE																			oncology	omim/tcga	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN6-D013736	0	CLDN6	D013736	Testicular Neoplasms		Preclinical	Preclinical					TRUE																			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN6-D014565	0	CLDN6	D014565	Urogenital Neoplasms		Preclinical	Preclinical					FALSE																			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC12A-D009190	0	CLEC12A	D009190	Myelodysplastic Syndromes		Preclinical	Preclinical					FALSE																			hematology	omim/tcga	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC12A-D015470	0	CLEC12A	D015470	Leukemia, Myeloid, Acute		Phase I	Phase I	TRUE				TRUE																			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC12A-D015477	0	CLEC12A	D015477	Leukemia, Myelomonocytic, Chronic		Preclinical	Preclinical					FALSE																			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC12A-D019337	0	CLEC12A	D019337	Hematologic Neoplasms		Phase I	Phase I	TRUE				FALSE																			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC14A-D009369	0.294	CLEC14A	D009369	Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D003920	Diabetes Mellitus	OTG		Hemoglobin A1c levels	https://genetics.opentargets.org/study/GCST90025974	2021			0.254514746004937	0.73	1	0.73	1	GWAS	0.0247657999999999		oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC1A-D001943	0.029	CLEC1A	D001943	Breast Neoplasms		Preclinical	Preclinical					FALSE		D042643	Vascular Endothelial Growth Factor D	OTG		Receptor for advanced glycosylation end products levels	https://genetics.opentargets.org/study/GCST90012054	2020			0.884455419807642	0.61	1	0.61	1	GWAS	0.0995		oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC1A-D009369	0.032	CLEC1A	D009369	Neoplasms		Preclinical	Preclinical					FALSE		D042643	Vascular Endothelial Growth Factor D	OTG		Receptor for advanced glycosylation end products levels	https://genetics.opentargets.org/study/GCST90012054	2020			0.884455419807642	0.61	1	0.61	1	GWAS	0.0995		oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC4C-D008178	0.036	CLEC4C	D008178	Lupus Erythematosus, Cutaneous		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE		D015415	Biomarkers	OTG		Blood protein levels [CLEC4C, 9094_5_3]	https://genetics.opentargets.org/study/GCST006585_385	2018			0.362566636328176	0.67	1	0.67	1	GWAS	0.9500641		dermatology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC4C-D008180	0.036	CLEC4C	D008180	Lupus Erythematosus, Systemic		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE		D015415	Biomarkers	OTG		Blood protein levels [CLEC4C, 9094_5_3]	https://genetics.opentargets.org/study/GCST006585_385	2018			0.362566636328176	0.67	1	0.67	1	GWAS	0.9500641		dermatology, immune	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC4C-D012595	0.034	CLEC4C	D012595	Scleroderma, Systemic		Preclinical	Preclinical					FALSE		D015415	Biomarkers	OTG		Blood protein levels [CLEC4C, 9094_5_3]	https://genetics.opentargets.org/study/GCST006585_385	2018			0.362566636328176	0.67	1	0.67	1	GWAS	0.9500641		dermatology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC4C-D045743	0.031	CLEC4C	D045743	Scleroderma, Diffuse		Preclinical	Preclinical					FALSE		D015415	Biomarkers	OTG		Blood protein levels [CLEC4C, 9094_5_3]	https://genetics.opentargets.org/study/GCST006585_385	2018			0.362566636328176	0.67	1	0.67	1	GWAS	0.9500641		dermatology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC4C-D045745	0.034	CLEC4C	D045745	Scleroderma, Limited		Preclinical	Preclinical					FALSE		D015415	Biomarkers	OTG		Blood protein levels [CLEC4C, 9094_5_3]	https://genetics.opentargets.org/study/GCST006585_385	2018			0.362566636328176	0.67	1	0.67	1	GWAS	0.9500641		dermatology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC4M-D000086382	0	CLEC4M	D000086382	COVID-19		Phase I	Phase I	TRUE				FALSE		D001219	Aspartate Aminotransferases	OTG		Aspartate aminotransferase levels	https://genetics.opentargets.org/study/GCST90011899	2021			0.308386342983253	0.7	1	0.7	1	GWAS	9.49		infection, respiratory	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC4M-D000744	0.462	CLEC4M	D000744	Anemia, Hemolytic, Autoimmune		Preclinical	Preclinical					FALSE		D006402	Hematologic Diseases	OTG		Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002389	2020			0.150518806744488	0.62	1	0.62	1	GWAS	0.0252470999999999		hematology, immune	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC4M-D001930	0.246	CLEC4M	D001930	Brain Injuries		Phase I	Phase I	TRUE				FALSE		D006402	Hematologic Diseases	OTG		Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002389	2020			0.150518806744488	0.62	1	0.62	1	GWAS	0.0252470999999999		neurology	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC4M-D006526	0.248	CLEC4M	D006526	Hepatitis C	Preclinical		Preclinical	FALSE				FALSE		D006402	Hematologic Diseases	OTG		Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002389	2020			0.150518806744488	0.62	1	0.62	1	GWAS	0.0252470999999999		infection, digestive	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC4M-D007154	0.546	CLEC4M	D007154	Immune System Diseases	Preclinical		Preclinical	FALSE				FALSE		D008232	Lymphoproliferative Disorders	OTG		Monocyte count	https://genetics.opentargets.org/study/GCST90002340	2020			0.150518806744488	0.62	1	0.62	1	GWAS	0.0281739999999999		immune	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC4M-D007239	0.335	CLEC4M	D007239	Infections	Preclinical		Preclinical	FALSE				FALSE		D006402	Hematologic Diseases	OTG		Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002389	2020			0.150518806744488	0.62	1	0.62	1	GWAS	0.0252470999999999		infection	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC4M-D007249	0.27	CLEC4M	D007249	Inflammation	Preclinical		Preclinical	FALSE				FALSE		D006402	Hematologic Diseases	OTG		Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002389	2020			0.150518806744488	0.62	1	0.62	1	GWAS	0.0252470999999999		signs/symptoms	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC4M-D009369	0.336	CLEC4M	D009369	Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D006402	Hematologic Diseases	OTG		Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002389	2020			0.150518806744488	0.62	1	0.62	1	GWAS	0.0252470999999999		oncology	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC6A-D009369	0.246	CLEC6A	D009369	Neoplasms		Preclinical	Preclinical					FALSE		D009901	Optic Nerve Diseases	OTG		Optic cup area	https://genetics.opentargets.org/study/GCST004137	2017			0.0118074477747502	0.81	1	0.81	1	GWAS	0.2038		oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC7A-D001249	0.186	CLEC7A	D001249	Asthma	Preclinical		Preclinical	FALSE				FALSE		D002178	Candidiasis, Chronic Mucocutaneous	OMIM		Candidiasis, familial, 4, autosomal recessive, 613108 (3), Autosomal recessive	https://omim.org/entry/606264									OMIM			respiratory, immune	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC7A-D001327	0.197	CLEC7A	D001327	Autoimmune Diseases	Preclinical		Preclinical	FALSE				FALSE		D002178	Candidiasis, Chronic Mucocutaneous	OMIM		Candidiasis, familial, 4, autosomal recessive, 613108 (3), Autosomal recessive	https://omim.org/entry/606264									OMIM			immune	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC7A-D006086	0.178	CLEC7A	D006086	Graft vs Host Disease	Phase I		Phase I	TRUE	FALSE			FALSE		D002178	Candidiasis, Chronic Mucocutaneous	OMIM		Candidiasis, familial, 4, autosomal recessive, 613108 (3), Autosomal recessive	https://omim.org/entry/606264									OMIM			immune	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC7A-D007249	0.19	CLEC7A	D007249	Inflammation	Preclinical		Preclinical	FALSE				FALSE		D002178	Candidiasis, Chronic Mucocutaneous	OMIM		Candidiasis, familial, 4, autosomal recessive, 613108 (3), Autosomal recessive	https://omim.org/entry/606264									OMIM			signs/symptoms	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC9A-D001943	0	CLEC9A	D001943	Breast Neoplasms	Preclinical		Preclinical	FALSE				FALSE																			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC9A-D007239	0	CLEC9A	D007239	Infections	Preclinical		Preclinical	FALSE				FALSE																			infection	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC9A-D009369	0	CLEC9A	D009369	Neoplasms	Preclinical		Preclinical	FALSE				FALSE																			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLK2-D000544	0	CLK2	D000544	Alzheimer Disease		Preclinical	Preclinical					FALSE																			neurology, psychiatry	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK2-D001327	0	CLK2	D001327	Autoimmune Diseases		Preclinical	Preclinical					FALSE																			immune	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK2-D001943	0	CLK2	D001943	Breast Neoplasms	Preclinical		Preclinical	FALSE				FALSE																			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK2-D002289	0	CLK2	D002289	Carcinoma, Non-Small-Cell Lung		Phase I	Phase I	TRUE				FALSE																			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK2-D005770	0	CLK2	D005770	Gastrointestinal Neoplasms		Preclinical	Preclinical					FALSE																			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK2-D007249	0	CLK2	D007249	Inflammation		Preclinical	Preclinical					FALSE																			signs/symptoms	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK2-D009190	0	CLK2	D009190	Myelodysplastic Syndromes		Phase I	Phase I	TRUE				FALSE																			hematology	omim/tcga	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK2-D009369	0	CLK2	D009369	Neoplasms		Phase I	Phase I	TRUE				FALSE																			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK2-D010003	0	CLK2	D010003	Osteoarthritis		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE																			musculoskeletal	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK2-D010190	0	CLK2	D010190	Pancreatic Neoplasms		Preclinical	Preclinical					FALSE																			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK2-D011471	0	CLK2	D011471	Prostatic Neoplasms		Phase I	Phase I	TRUE				FALSE																			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK2-D015179	0	CLK2	D015179	Colorectal Neoplasms		Phase I	Phase I	TRUE				FALSE																			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK2-D015470	0	CLK2	D015470	Leukemia, Myeloid, Acute		Phase I	Phase I	TRUE				FALSE																			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK2-D019337	0	CLK2	D019337	Hematologic Neoplasms		Preclinical	Preclinical					FALSE																			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK3-D002289	0	CLK3	D002289	Carcinoma, Non-Small-Cell Lung		Phase I	Phase I	TRUE				FALSE																			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK3-D005770	0	CLK3	D005770	Gastrointestinal Neoplasms		Preclinical	Preclinical					FALSE																			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK3-D009190	0	CLK3	D009190	Myelodysplastic Syndromes		Phase I	Phase I	TRUE				FALSE																			hematology	omim/tcga	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK3-D009369	0	CLK3	D009369	Neoplasms		Phase I	Phase I	TRUE				FALSE																			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK3-D010190	0	CLK3	D010190	Pancreatic Neoplasms		Preclinical	Preclinical					FALSE																			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK3-D011471	0	CLK3	D011471	Prostatic Neoplasms		Phase I	Phase I	TRUE				FALSE																			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK3-D015179	0	CLK3	D015179	Colorectal Neoplasms		Phase I	Phase I	TRUE				FALSE																			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK3-D015470	0	CLK3	D015470	Leukemia, Myeloid, Acute		Phase I	Phase I	TRUE				FALSE																			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLK3-D019337	0	CLK3	D019337	Hematologic Neoplasms		Preclinical	Preclinical					FALSE																			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
CLN3-D009472	1	CLN3	D009472	Neuronal Ceroid-Lipofuscinoses		Phase II	Phase II	TRUE	TRUE			TRUE		D009472	Neuronal Ceroid-Lipofuscinoses	OMIM		Ceroid lipofuscinosis, neuronal, 3, 204200 (3), Autosomal recessive	https://omim.org/entry/607042									OMIM			neurology, congenital, metabolic	both	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLN5-D009472	1	CLN5	D009472	Neuronal Ceroid-Lipofuscinoses		Phase II	Phase II	TRUE	TRUE			TRUE		D009472	Neuronal Ceroid-Lipofuscinoses	OMIM		Ceroid lipofuscinosis, neuronal, 5, 256731 (3), Autosomal recessive	https://omim.org/entry/608102									OMIM			neurology, congenital, metabolic	both	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLN6-D009472	1	CLN6	D009472	Neuronal Ceroid-Lipofuscinoses	Phase II		Phase II	TRUE	TRUE	FALSE		TRUE		D009472	Neuronal Ceroid-Lipofuscinoses	OMIM		Ceroid lipofuscinosis, neuronal, 6B (Kufs type), 204300 (3), Autosomal recessive	https://omim.org/entry/606725									OMIM			neurology, congenital, metabolic	both	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLN8-D009472	1	CLN8	D009472	Neuronal Ceroid-Lipofuscinoses	Preclinical		Preclinical	FALSE				FALSE		D009472	Neuronal Ceroid-Lipofuscinoses	OMIM		Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant, 610003 (3), Autosomal recessive	https://omim.org/entry/607837									OMIM			neurology, congenital, metabolic	both	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D001932	0.176	CLPP	D001932	Brain Neoplasms		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D001943	0.177	CLPP	D001943	Breast Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D002289	0.171	CLPP	D002289	Carcinoma, Non-Small-Cell Lung	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D005909	0.172	CLPP	D005909	Glioblastoma		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
