ti_uid	indication_association_similarity	target	indication_mesh_id	indication_mesh_term	historical_max_phase	active_max_phase	combined_max_phase	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	assoc_share	assoc_rank	source_name	abs_beta	abs_or	areas	genetic_insight	target_status	ab_tractable	sm_tractable	rhodop_gpcr	nuclear_receptor	enzyme	ion_channel	kinase
TRD-D008545	0	TRD	D008545	Melanoma	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE																			oncology	both	unsupported target	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
TRD-D015464	0	TRD	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE																			oncology	both	unsupported target	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
TREM1-D000086382	0	TREM1	D000086382	COVID-19		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE		D015415	Biomarkers	OTG		Blood protein levels [TREM1, 9266_1_3]	https://genetics.opentargets.org/study/GCST006585_1805	2018			0.280150590678956	0.79	1	0.79	1	GWAS	0.3743275		infection, respiratory	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
TREM1-D001172	0.037	TREM1	D001172	Arthritis, Rheumatoid	Preclinical		Preclinical	FALSE				FALSE		D015415	Biomarkers	OTG		Blood protein levels [TREM1, 9266_1_3]	https://genetics.opentargets.org/study/GCST006585_1805	2018			0.280150590678956	0.79	1	0.79	1	GWAS	0.3743275		musculoskeletal, dermatology, immune	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
TREM1-D001943	0.035	TREM1	D001943	Breast Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D015415	Biomarkers	OTG		Blood protein levels [TREM1, 9266_1_3]	https://genetics.opentargets.org/study/GCST006585_1805	2018			0.280150590678956	0.79	1	0.79	1	GWAS	0.3743275		oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
TREM1-D002289	0.033	TREM1	D002289	Carcinoma, Non-Small-Cell Lung	Preclinical		Preclinical	FALSE				FALSE		D015415	Biomarkers	OTG		Blood protein levels [TREM1, 9266_1_3]	https://genetics.opentargets.org/study/GCST006585_1805	2018			0.280150590678956	0.79	1	0.79	1	GWAS	0.3743275		oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
TREM1-D007249	0.038	TREM1	D007249	Inflammation		Preclinical	Preclinical					FALSE		D015415	Biomarkers	OTG		Blood protein levels [TREM1, 9266_1_3]	https://genetics.opentargets.org/study/GCST006585_1805	2018			0.280150590678956	0.79	1	0.79	1	GWAS	0.3743275		signs/symptoms	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
TREM1-D009203	0.036	TREM1	D009203	Myocardial Infarction		Phase I	Phase I	TRUE				FALSE		D015415	Biomarkers	OTG		Blood protein levels [TREM1, 9266_1_3]	https://genetics.opentargets.org/study/GCST006585_1805	2018			0.280150590678956	0.79	1	0.79	1	GWAS	0.3743275		cardiovascular, signs/symptoms	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
TREM1-D009369	0.045	TREM1	D009369	Neoplasms		Phase I	Phase I	TRUE				FALSE		D015415	Biomarkers	OTG		Blood protein levels [TREM1, 9266_1_3]	https://genetics.opentargets.org/study/GCST006585_1805	2018			0.280150590678956	0.79	1	0.79	1	GWAS	0.3743275		oncology	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
TREM1-D015212	0.035	TREM1	D015212	Inflammatory Bowel Diseases	Preclinical		Preclinical	FALSE				FALSE		D015415	Biomarkers	OTG		Blood protein levels [TREM1, 9266_1_3]	https://genetics.opentargets.org/study/GCST006585_1805	2018			0.280150590678956	0.79	1	0.79	1	GWAS	0.3743275		digestive	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
TREM1-D018805	0.036	TREM1	D018805	Sepsis		Phase II	Phase II	TRUE	TRUE			FALSE		D015415	Biomarkers	OTG		Blood protein levels [TREM1, 9266_1_3]	https://genetics.opentargets.org/study/GCST006585_1805	2018			0.280150590678956	0.79	1	0.79	1	GWAS	0.3743275		infection, signs/symptoms	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
TREM2-D000544	0.225	TREM2	D000544	Alzheimer Disease		Phase II	Phase II	TRUE	TRUE			FALSE		D007249	Inflammation	OTG		C-reactive protein levels	https://genetics.opentargets.org/study/GCST008055	2019			0.036469824789098	0.77	1	0.77	1	GWAS			neurology, psychiatry	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
